,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,,,Reformatted Genes
ANKRD30B,3077.720565,0.688531337,0.206317757,3.337237411,0.000846156,0.014302165,,,ANKRD30B
ERICH1-AS1,648.3856774,0.690780069,0.207677561,3.326214286,0.000880342,0.014732143,,,ERICH1
CCDC28B,136.3591727,0.692390098,0.208514368,3.32058699,0.000898284,0.014968642,,,CCDC28B
SYN3,63069.07607,0.694660978,0.206495621,3.364047016,0.000768085,0.013219464,,,SYN3
SYNJ2,5311.063191,0.695492688,0.182472172,3.811500023,0.000138126,0.003509562,,,SYNJ2
LONRF3,1774.008145,0.701659164,0.238338665,2.943958604,0.003240433,0.039982302,,,LONRF3
PPP6R1,616.6072218,0.702208481,0.160127361,4.385312272,1.15819506314182e-05,0.000489366,,,PPP6R1
SLC44A1,17675.98826,0.702748358,0.126233018,5.567072463,2.59054685717186e-08,2.97039499963066e-06,,,SLC44A1
PRDX2P3,1589.052704,0.703185869,0.125078472,5.621957627,1.88805580875624e-08,2.38066673340446e-06,,,PRDX2P3
SLC7A1,3214.423245,0.704696176,0.181180017,3.889480678,0.000100459,0.002719475,,,SLC7A1
DEPDC5,4272.98166,0.70509409,0.179440537,3.929402474,8.51572051917362e-05,0.002390383,,,DEPDC5
LINC01106,971.363179,0.705300844,0.222688382,3.167209886,0.001539092,0.022953984,,,LINC01106
RP4-564M11.2,855.0575063,0.707030688,0.170300428,4.151667109,3.30062126903082e-05,0.001149562,,,RP4
FAM153C,4911.173719,0.709128488,0.221845644,3.196494986,0.001391082,0.021093462,,,FAM153C
NLK,26050.45937,0.712177045,0.125762514,5.662872191,1.4886003654461e-08,1.96087754284098e-06,,,NLK
CTC-487M23.5,6090.677613,0.714438813,0.208162925,3.432113633,0.000598897,0.010896128,,,CTC
PDE6A,259.5985501,0.715010961,0.226222756,3.160650027,0.001574175,0.0234032,,,PDE6A
FRMD8,531.6793374,0.715044089,0.20019476,3.571742277,0.000354614,0.007296204,,,FRMD8
LINC01123,455.1173688,0.715338301,0.14672229,4.875457592,1.0855651686434e-06,6.91798408417372e-05,,,LINC01123
RGS6,66465.84549,0.716165415,0.233226728,3.07068328,0.002135696,0.029363495,,,RGS6
LOXL2,989.389568,0.719190359,0.216419819,3.323126149,0.000890147,0.014864564,,,LOXL2
SNAP23,2855.769683,0.720034402,0.187196051,3.846418763,0.000119857,0.003157659,,,SNAP23
CTC-281M20.1,925.2307671,0.720303914,0.240379263,2.996531002,0.002730705,0.035300047,,,CTC
H2AFY2,1513.6104,0.720979355,0.169627836,4.250359911,2.13427288496703e-05,0.000818277,,,H2AFY2
SFTA1P,1763.693566,0.721813769,0.247176935,2.920231083,0.003497719,0.042263646,,,SFTA1P
LINC01102,3203.45185,0.722119451,0.225559798,3.201454587,0.001367356,0.020814005,,,LINC01102
IGSF11,13667.56223,0.723519009,0.140480645,5.150310995,2.60054882385475e-07,2.09994317526271e-05,,,IGSF11
DNAH17,519.0790764,0.724194393,0.237026914,3.055325573,0.002248163,0.030465197,,,DNAH17
MAN1B1,551.3063021,0.725897344,0.237541277,3.05587876,0.00224402,0.030459397,,,MAN1B1
P3H4,146.2679565,0.727728376,0.24573216,2.961469821,0.003061745,0.038419234,,,P3H4
CD109,485.1333986,0.728800155,0.197395524,3.692080445,0.000222427,0.005086914,,,CD109
RP11-305F18.1,6291.770589,0.730593094,0.244910694,2.983100009,0.002853447,0.036368344,,,RP11
MCHR2-AS1,164.6669578,0.732746468,0.253784742,2.887275496,0.003885938,0.045404626,,,MCHR2
KCTD16,73675.15276,0.733042805,0.223883081,3.274221542,0.001059535,0.016995087,,,KCTD16
ST6GALNAC5,67299.72895,0.733292284,0.173256502,4.232408451,2.31202035086656e-05,0.000866695,,,ST6GALNAC5
FH,808.8601008,0.733396134,0.219098511,3.347335088,0.000815925,0.013870728,,,FH
PLA2G16,741.430673,0.736622562,0.214513324,3.433924513,0.00059491,0.010865515,,,PLA2G16
TYRO3,2452.307169,0.736628274,0.118894794,6.195631011,5.80519817719895e-10,1.20809293133118e-07,,,TYRO3
ADAM17,2647.69135,0.73728233,0.185031727,3.984626544,6.75863331674446e-05,0.002012144,,,ADAM17
RASGRF2,29946.66654,0.737840167,0.224182812,3.291243251,0.000997456,0.016175392,,,RASGRF2
BTBD9,37250.80906,0.741700818,0.167916028,4.41709364,1.00036899922862e-05,0.000439405,,,BTBD9
ITPR3,683.3489545,0.746137826,0.259112217,2.879593383,0.003981884,0.046127203,,,ITPR3
PTGS2,292.8543154,0.747049323,0.21435803,3.48505407,0.000492038,0.00943648,,,PTGS2
PTK2B,19881.69105,0.749383791,0.165063948,4.539960411,5.62647917034444e-06,0.000269648,,,PTK2B
FLRT2,50384.52011,0.752162164,0.246253546,3.054421654,0.002254949,0.030530939,,,FLRT2
E2F5,901.5156238,0.752647884,0.128277814,5.867327024,4.42876641877256e-09,6.73715376698312e-07,,,E2F5
DGKB,80827.46836,0.754645289,0.205449065,3.673150265,0.000239579,0.005369756,,,DGKB
KLHL4,3967.960354,0.755925627,0.16139972,4.683562194,2.81931856888509e-06,0.000154597,,,KLHL4
LRRC48,109.7433814,0.756266576,0.244203011,3.096876535,0.001955713,0.027448018,,,LRRC48
ADAMTS3,5136.423996,0.757069185,0.195245883,3.877516773,0.000105528,0.002833993,,,ADAMTS3
BTG3,316.2795054,0.760482118,0.16896012,4.500956316,6.76484093463853e-06,0.000317232,,,BTG3
KNDC1,5666.307519,0.760782564,0.179188726,4.245705533,2.17906655761307e-05,0.000832742,,,KNDC1
EPHA6,48036.22473,0.761129872,0.215555182,3.531020995,0.000413959,0.008234957,,,EPHA6
RFX3,24875.95026,0.761519168,0.20312239,3.749065613,0.000177495,0.004305706,,,RFX3
DMGDH,2714.96373,0.76174455,0.16410676,4.641762162,3.45450360895496e-06,0.000181008,,,DMGDH
LINC00710,5788.805427,0.766104607,0.18676083,4.102062541,4.09483549673831e-05,0.001352271,,,LINC00710
FADS3,777.4042573,0.766385465,0.214253601,3.57700156,0.000347558,0.00718866,,,FADS3
GRM1,30278.47835,0.766783857,0.197071886,3.89088405,9.98796555833871e-05,0.002711807,,,GRM1
GALNT6,170.2699965,0.767725506,0.266827241,2.877238103,0.004011728,0.046313193,,,GALNT6
CREB5,4160.803953,0.76975334,0.248565411,3.096783802,0.001956325,0.027448018,,,CREB5
RAPH1,6152.223483,0.773155614,0.145758115,5.304374397,1.13060057229499e-07,1.03729303090053e-05,,,RAPH1
SLC6A8,697.0519375,0.774559621,0.15669569,4.943081839,7.68971841946221e-07,5.22524122802592e-05,,,SLC6A8
CTB-60B18.6,3269.065349,0.776585174,0.251462546,3.088273727,0.002013229,0.028038946,,,CTB
ITGA7,443.184767,0.777844154,0.217122994,3.582504741,0.000340315,0.00709487,,,ITGA7
TMED11P,976.218688,0.777897005,0.221305728,3.515033301,0.000439699,0.00858961,,,TMED11P
MEIS1,657.9392395,0.778164694,0.188420003,4.129947358,3.62846307416075e-05,0.00124354,,,MEIS1
CELF6,590.0042158,0.779796888,0.200537833,3.888527547,0.000100854,0.002723988,,,CELF6
TINCR,388.0779122,0.780205385,0.268008292,2.911124054,0.00360131,0.043191907,,,TINCR
RP1-251M9.2,1862.924531,0.780240223,0.183616164,4.249300323,2.1443926219269e-05,0.000820822,,,RP1
SIPA1L1,63723.58149,0.781420001,0.122186236,6.395319354,1.60212151478295e-10,4.11997997524808e-08,,,SIPA1L1
KIAA1211L,23592.55182,0.784184862,0.148448316,5.282544686,1.27401746526295e-07,1.15984779202452e-05,,,KIAA1211L
SNX5P1,9546.356114,0.786703306,0.178090534,4.417434704,9.98792291578077e-06,0.000439405,,,SNX5P1
SLC12A8,3237.96113,0.789576565,0.243356926,3.244520615,0.001176485,0.01838326,,,SLC12A8
MYOM2,307.0544434,0.789966505,0.267564649,2.952432277,0.003152812,0.039191788,,,MYOM2
IL18BP,436.5881785,0.792784395,0.268455849,2.953127663,0.003145718,0.039191788,,,IL18BP
RP11-322E11.5,2267.994873,0.79361454,0.199215685,3.983695063,6.7851927917069e-05,0.002017504,,,RP11
SHROOM1,195.4931317,0.79415793,0.207152386,3.833689525,0.000126235,0.003270886,,,SHROOM1
RP11-386D6.1,52.85250611,0.795923504,0.260588193,3.054334486,0.002255604,0.030530939,,,RP11
ZNF697,2018.240227,0.79737571,0.191369667,4.166677619,3.09071094301417e-05,0.001089325,,,ZNF697
AMOT,1180.602077,0.798629996,0.199186676,4.009454912,6.08590717994743e-05,0.001856399,,,AMOT
BCL2L11,1410.094338,0.804391572,0.189851718,4.236946509,2.26580087642244e-05,0.000852566,,,BCL2L11
C1QL3,501.0900495,0.807551336,0.22851332,3.533935514,0.000409421,0.008160386,,,C1QL3
RASIP1,121.878199,0.80903569,0.221247915,3.656692948,0.00025549,0.005643165,,,RASIP1
SLC46A2,166.1112286,0.809124695,0.222909981,3.629827131,0.000283611,0.006169065,,,SLC46A2
RP11-658F2.8,197.6472193,0.810869237,0.232248416,3.491387597,0.000480519,0.009294625,,,RP11
ARMC3,2263.80917,0.813265327,0.18427623,4.413294794,1.01809216173842e-05,0.000444548,,,ARMC3
PARP10,93.36431636,0.814442359,0.254328895,3.202319422,0.001363257,0.020765017,,,PARP10
AHRR,883.7293726,0.817098538,0.190027684,4.299892112,1.70881278621402e-05,0.000679462,,,AHRR
MIR4435-1HG,7438.291943,0.818986896,0.146583537,5.58716833,2.30801986013709e-08,2.77657144296798e-06,,,MIR4435
RNF144A,28581.24867,0.81989867,0.202396822,4.050946356,5.10109023048405e-05,0.001608003,,,RNF144A
ANXA5,961.1288312,0.823601574,0.220375798,3.737259634,0.000186037,0.004466967,,,ANXA5
AC021188.4,164.1212554,0.826857757,0.284253646,2.908872998,0.003627342,0.043415783,,,AC021188.4
AC099759.1,397.7207611,0.829192776,0.280470589,2.956433969,0.003112189,0.03890191,,,AC099759.1
PHACTR3,22292.08846,0.829497258,0.197046291,4.2096568,2.5575889361433e-05,0.000934967,,,PHACTR3
ADAMTS8,430.8844186,0.829869969,0.250927506,3.307210045,0.000942302,0.015494101,,,ADAMTS8
CXorf57,289.3653562,0.830948562,0.229558914,3.619761681,0.000294874,0.006361249,,,CXorf57
RPS6KA5,12718.76337,0.831312009,0.216337588,3.842660983,0.000121708,0.003185004,,,RPS6KA5
MAN1A1,12599.47704,0.835261766,0.180538776,4.626495132,3.7190560452381e-06,0.000190818,,,MAN1A1
PLXND1,1301.784015,0.83827288,0.15982523,5.244934622,1.56337754426229e-07,1.36529181911705e-05,,,PLXND1
FAM81A,10900.60488,0.838305738,0.164787777,5.087183972,3.63419263684781e-07,2.80034732628217e-05,,,FAM81A
SMAD3,7453.002275,0.839199979,0.188391269,4.454558754,8.40659061530788e-06,0.000381632,,,SMAD3
PREX1,2165.381174,0.840180689,0.225002016,3.734102936,0.000188385,0.00450501,,,PREX1
NCBP2L,168.1677691,0.841399748,0.290552137,2.89586495,0.003781151,0.044603392,,,NCBP2L
SAMD1,76.50916775,0.84182555,0.257488595,3.269370241,0.001077872,0.017219627,,,SAMD1
ZFHX4,1316.585789,0.843653396,0.241875328,3.48796796,0.000486706,0.009379718,,,ZFHX4
FAM110C,303.4005422,0.845914141,0.281334306,3.006793424,0.002640191,0.034337047,,,FAM110C
LINC01378,25978.91972,0.850936083,0.295362563,2.880988285,0.003964304,0.046001141,,,LINC01378
KLHL25,743.0986357,0.851051298,0.111279587,7.647865365,2.043429945278e-14,1.267948281045e-11,,,KLHL25
C9orf84,7123.370753,0.851053376,0.28272939,3.010134089,0.002611324,0.034064871,,,C9orf84
WARS,1335.648032,0.855810475,0.245697077,3.483193558,0.00049547,0.00947501,,,WARS
AC093616.4,553.8866881,0.856039174,0.273207028,3.133298508,0.001728536,0.025112224,,,AC093616.4
TEK,1873.971899,0.85956384,0.233503951,3.681153309,0.000232181,0.005253938,,,TEK
TMOD1,9366.769842,0.859693153,0.152121063,5.651374853,1.59169552307404e-08,2.07476077984911e-06,,,TMOD1
RP11-37N22.1,603.399943,0.859756488,0.229971361,3.738537205,0.000185094,0.004457951,,,RP11
SOWAHA,123.0189841,0.863013483,0.203480698,4.241254788,2.22273640097655e-05,0.00084396,,,SOWAHA
FOXM1,185.024492,0.863099131,0.273610879,3.154476653,0.001607862,0.023789377,,,FOXM1
P2RX7,5532.311334,0.863112797,0.249327544,3.46176272,0.00053665,0.010010816,,,P2RX7
AK5,64138.41637,0.863428362,0.17429589,4.953807936,7.27750416310856e-07,5.01743481467651e-05,,,AK5
RP11-80N2.2,706.1864233,0.864877579,0.257923137,3.353237668,0.000798721,0.01362738,,,RP11
LY86-AS1,18133.24289,0.865712303,0.136583818,6.338322617,2.32280057193993e-10,5.53225400866381e-08,,,LY86
MTND2P32,192.8535658,0.865980007,0.267249718,3.240340203,0.001193872,0.018597348,,,MTND2P32
COL5A3,389.8774444,0.870922992,0.264172793,3.296792918,0.000977956,0.015913885,,,COL5A3
PTH2R,6244.30377,0.872095438,0.262064668,3.327787157,0.000875387,0.014690929,,,PTH2R
SDCBP2,648.1817431,0.87613297,0.24372995,3.594687362,0.000324781,0.006874344,,,SDCBP2
NOP14-AS1,229.1569991,0.879176383,0.277111752,3.172642003,0.001510587,0.022599707,,,NOP14
GNAL,7296.964356,0.879385638,0.199802274,4.401279428,1.07614429372974e-05,0.000465585,,,GNAL
AC007349.4,249.8838035,0.881442309,0.271462277,3.247015819,0.001166219,0.018247034,,,AC007349.4
MFGE8,334.2299675,0.882671198,0.303241459,2.91078667,0.003605201,0.043216588,,,MFGE8
LRRC2,1590.828126,0.884644783,0.191220988,4.626295425,3.72264209539985e-06,0.000190818,,,LRRC2
RP11-527N22.1,118.3457021,0.885877126,0.308458464,2.871949483,0.004079482,0.0469449,,,RP11
RP11-255E6.6,296.2311768,0.888330085,0.208157899,4.267578069,1.97606626312835e-05,0.000767606,,,RP11
OPN3,3536.87148,0.889785678,0.183932685,4.837561522,1.31441707245626e-06,8.05003640297303e-05,,,OPN3
RP11-1E22.1,241.0544411,0.890497643,0.245454996,3.627946702,0.000285684,0.006197008,,,RP11
B4GALT1,905.3093199,0.89461355,0.197083385,4.53926417,5.64508769539624e-06,0.000269991,,,B4GALT1
CTC-338M12.2,150.4973842,0.8948936,0.293452633,3.049533381,0.002291972,0.030934401,,,CTC
SESN2,344.5720188,0.896751834,0.314053923,2.8554072,0.004298168,0.048983329,,,SESN2
GREB1L,3161.844698,0.900682628,0.251906469,3.575464467,0.000349607,0.007218367,,,GREB1L
TESPA1,12209.57215,0.902589694,0.180778601,4.992790559,5.95130840177167e-07,4.26522494849161e-05,,,TESPA1
R3HDM1,70355.88554,0.905611231,0.16216069,5.584653274,2.34166917762924e-08,2.77717403822319e-06,,,R3HDM1
WDR93,1465.203245,0.907274112,0.168734771,5.376924411,7.57689641482831e-08,7.44398502355153e-06,,,WDR93
RP11-535M15.2,167.6717963,0.90817853,0.293848427,3.090636014,0.001997283,0.027882734,,,RP11
AC011288.2,22451.8151,0.908571265,0.292048207,3.111031825,0.001864348,0.026545575,,,AC011288.2
RP11-685M7.3,734.2764643,0.90862901,0.250803899,3.622866359,0.000291356,0.00630661,,,RP11
DDIT3,123.9020849,0.911312516,0.206221877,4.419087474,9.91185258183361e-06,0.000437662,,,DDIT3
ABCB1,343.56131,0.913885364,0.263929125,3.462616584,0.00053495,0.010002846,,,ABCB1
NR2F2-AS1,157.2115625,0.914661991,0.293539978,3.115970775,0.001833404,0.026263574,,,NR2F2
HOPX,1916.661798,0.915968039,0.160163649,5.718950859,1.07183784769717e-08,1.46085922606079e-06,,,HOPX
RP11-244B22.3,1033.657788,0.917255881,0.235331519,3.897717935,9.71034233409915e-05,0.002668533,,,RP11
CDH22,11956.50957,0.918944023,0.210716012,4.361054552,1.29437087469252e-05,0.000538242,,,CDH22
LINC01552,297.8344571,0.920104383,0.276005327,3.333647191,0.000857153,0.014446613,,,LINC01552
RP11-736G13.1,29.58019955,0.920454575,0.312968158,2.941048639,0.003271032,0.040233519,,,RP11
CTC-360J11.6,972.3997317,0.925114936,0.187113602,4.944135153,7.64826317772066e-07,5.21209241235478e-05,,,CTC
ADAM29,710.1559933,0.925517157,0.320540565,2.887363593,0.00388485,0.045404626,,,ADAM29
NCAPH,46.09087421,0.927594222,0.279721175,3.316138727,0.000912705,0.015131409,,,NCAPH
SNRPGP18,8601.550612,0.928375319,0.31373334,2.959122291,0.003085166,0.038632575,,,SNRPGP18
FAM84A,2395.919631,0.93297676,0.181618751,5.137006817,2.79148833450511e-07,2.22366565673297e-05,,,FAM84A
HS6ST3,105828.3357,0.937046016,0.22738579,4.120952404,3.77309375991687e-05,0.001274581,,,HS6ST3
TDRD12,271.1999262,0.93837468,0.229307368,4.092213385,4.27275191459463e-05,0.001393461,,,TDRD12
CHTF18,70.000198,0.938899028,0.314547042,2.984924044,0.002836487,0.036269815,,,CHTF18
DYRK3,530.2561338,0.940907905,0.169321056,5.556945634,2.7453622259439e-08,3.11215845795824e-06,,,DYRK3
MIR3195,1597.244785,0.944239329,0.285164455,3.311209764,0.000928935,0.015338494,,,MIR3195
CDH9,25017.74031,0.945141385,0.17978788,5.256980539,1.4643980209141e-07,1.29322250693384e-05,,,CDH9
MN1,681.9710921,0.946270761,0.228812222,4.135577866,3.54062529658361e-05,0.001220532,,,MN1
THSD4,2747.041744,0.94717341,0.195052548,4.855990975,1.19786157203473e-06,7.47205767381138e-05,,,THSD4
CCDC173,703.3893052,0.949573381,0.273183244,3.475957634,0.000509033,0.009648297,,,CCDC173
RP11-432J9.6,269.5649403,0.950054323,0.317711826,2.99030204,0.002787017,0.035835787,,,RP11
PDZD2,33418.57114,0.950297214,0.203321272,4.673870091,2.95576335276823e-06,0.000160585,,,PDZD2
HDGFRP2,930.2902897,0.953265545,0.220430413,4.324564532,1.528334620728e-05,0.000614917,,,HDGFRP2
LCA5,9814.225513,0.953538573,0.160230099,5.951057755,2.66415044854455e-09,4.42380305818535e-07,,,LCA5
RP11-17M15.2,39.24316135,0.954907482,0.307271122,3.107703309,0.001885472,0.026765536,,,RP11
AF213884.1,382.59031,0.955878142,0.312522425,3.058590569,0.002223808,0.030309353,,,AF213884.1
ARHGAP10,4663.452429,0.958378449,0.195861357,4.893147196,9.92361283220329e-07,6.45868633705823e-05,,,ARHGAP10
AC004769.1,2136.058995,0.959934769,0.265312785,3.61812481,0.000296745,0.006389915,,,AC004769.1
EPB41L2,27066.908,0.961461032,0.218823681,4.393770481,1.11401430809859e-05,0.000475858,,,EPB41L2
CTD-3239E11.2,882.5353432,0.962109159,0.324851545,2.961688729,0.003059569,0.038414048,,,CTD
LINC00152,2856.307996,0.96570923,0.1171738,8.241682274,1.69805997408984e-16,1.74080678822019e-13,,,LINC00152
TNFRSF10B,272.70594,0.967577171,0.242539748,3.98935506,6.6253187559818e-05,0.001984986,,,TNFRSF10B
CUX2,17767.77925,0.96758316,0.253574526,3.815774306,0.000135757,0.00346429,,,CUX2
C1orf228,2360.461753,0.967715968,0.262184786,3.690969198,0.000223401,0.005094368,,,C1orf228
MT1A,214.1582787,0.970074776,0.275547445,3.520536271,0.000430675,0.008490709,,,MT1A
SNED1,995.6579296,0.974978469,0.243950104,3.996630683,6.42504194463919e-05,0.00193729,,,SNED1
FTH1,123.3009744,0.982735746,0.263991899,3.72259812,0.000197183,0.004666315,,,FTH1
PTPRO,20218.78747,0.98371903,0.109363365,8.994959457,2.36319420598573e-19,3.71478374552917e-16,,,PTPRO
KCNIP4,573849.0045,0.987482338,0.231131787,4.272377899,1.9339945756318e-05,0.000754994,,,KCNIP4
BRDT,391.6917912,0.994741908,0.345103082,2.882448634,0.003945975,0.045878766,,,BRDT
ARL4A,223.6665532,0.994978391,0.30865487,3.223595312,0.001265922,0.019560397,,,ARL4A
SPSB1,420.0131699,0.999243047,0.29198264,3.422268685,0.000621009,0.011203347,,,SPSB1
ARID5A,282.4439673,1.003717503,0.306794625,3.271626751,0.001069306,0.017116888,,,ARID5A
RP11-466P24.5,723.7909025,1.007064296,0.20354175,4.947703824,7.50940538705924e-07,5.13229767018753e-05,,,RP11
AC016723.4,9219.417153,1.007945201,0.151834494,6.63844673,3.17005868950616e-11,9.83510708419287e-09,,,AC016723.4
RP11-262D11.2,1069.068554,1.011011606,0.295299563,3.423681344,0.00061779,0.011162356,,,RP11
EFCAB1,579.1925061,1.011233529,0.221653022,4.562236591,5.06115692707714e-06,0.000247075,,,EFCAB1
BTBD2,619.5224364,1.01586532,0.242249885,4.193460485,2.74730952086017e-05,0.000988989,,,BTBD2
ITPKA,390.2748125,1.015875002,0.22316977,4.552027823,5.3131306893871e-06,0.000257245,,,ITPKA
RP6-60B16.1,55.48098799,1.017011919,0.257519658,3.949259363,7.83933745806448e-05,0.002256944,,,RP6
AC012507.3,213.5074617,1.022581563,0.285851453,3.577318048,0.000347138,0.007186268,,,AC012507.3
RP11-117L6.1,689.6682138,1.030720617,0.277528802,3.713923063,0.000204071,0.004786573,,,RP11
RP11-119H12.3,404.5239199,1.030922748,0.268300982,3.842411379,0.000121831,0.003185004,,,RP11
RP11-462G22.2,1368.996323,1.032748201,0.200501168,5.150833843,2.59330867330085e-07,2.09994317526271e-05,,,RP11
SLC24A4,7411.683899,1.036536388,0.161176455,6.431065795,1.26712293677604e-10,3.42137661967984e-08,,,SLC24A4
C10orf67,349.2183618,1.036606642,0.269176115,3.851035001,0.00011762,0.003112631,,,C10orf67
RP11-473E2.2,269.0068309,1.038170617,0.338390788,3.067963587,0.002155229,0.02954543,,,RP11
ZNF831,3638.321507,1.039365277,0.236809011,4.389044459,1.13849794788233e-05,0.000483687,,,ZNF831
KDM1B,2704.929335,1.044098181,0.175435074,5.951479111,2.65729941830699e-09,4.42380305818535e-07,,,KDM1B
LINC01364,475.4676334,1.045281947,0.285387192,3.662679957,0.00024959,0.005573001,,,LINC01364
DCLK3,113.5987817,1.046725992,0.333107887,3.14230324,0.001676243,0.024488316,,,DCLK3
RGS22,440.1972739,1.052459772,0.287620816,3.659191943,0.000253012,0.005612197,,,RGS22
LZTS1,2692.414411,1.058715611,0.262331729,4.035789403,5.44190136328178e-05,0.001697283,,,LZTS1
RP11-748H22.2,62.97289834,1.059174164,0.325688457,3.252108387,0.001145523,0.018006863,,,RP11
CCDC158,2024.805973,1.061082434,0.210972886,5.029472991,4.91829771789208e-07,3.60150751211731e-05,,,CCDC158
RP5-884C9.2,1286.743708,1.063151205,0.320632328,3.315795424,0.000913827,0.015131409,,,RP5
LAMP3,227.6627479,1.065459754,0.34698056,3.070661232,0.002135853,0.029363495,,,LAMP3
TAF1L,129.9614751,1.067818761,0.297159045,3.59342507,0.00032636,0.006895369,,,TAF1L
PVRL3,10598.87766,1.070417629,0.210467444,5.085905969,3.65875301434548e-07,2.81008916368899e-05,,,PVRL3
CBLN2,47901.31814,1.073567402,0.252910278,4.244854783,2.18735031115342e-05,0.000834556,,,CBLN2
RP11-434H6.2,1076.011773,1.078386735,0.232956855,4.629126429,3.67211532207957e-06,0.000190401,,,RP11
DOCK2,620.7219967,1.078964256,0.13906245,7.758846853,8.57050672704531e-15,6.31512431615629e-12,,,DOCK2
SLC9A7P1,168.93495,1.081187043,0.292061511,3.70191553,0.000213978,0.004956173,,,SLC9A7P1
PLAC9,515.9177404,1.087441594,0.33103191,3.285005345,0.001019804,0.01646963,,,PLAC9
RP11-467D6.1,57.3348637,1.089100327,0.353837328,3.077969004,0.002084166,0.028839524,,,RP11
AC003988.1,157.015602,1.089482505,0.322785726,3.375249952,0.000737487,0.012814444,,,AC003988.1
DUSP5,185.9359558,1.091130799,0.321369981,3.395248045,0.000685665,0.012092209,,,DUSP5
PCSK6,2314.421263,1.094412503,0.204425433,5.353602483,8.62201652791777e-08,8.29789909027646e-06,,,PCSK6
CTDSPL,23341.29225,1.100806403,0.120344368,9.147136843,5.84624371303414e-20,1.06037369622794e-16,,,CTDSPL
GPR173,2167.768412,1.101457054,0.181729115,6.060982873,1.35292240155192e-09,2.48363783805887e-07,,,GPR173
DCDC2,1841.227605,1.102814706,0.26866095,4.104856718,4.04565552640022e-05,0.001341667,,,DCDC2
EIF4EBP1,92.66215097,1.110972183,0.326094063,3.406907115,0.000657035,0.011674623,,,EIF4EBP1
RP11-419C23.1,603.8367815,1.113491215,0.382315179,2.91249544,0.003585534,0.043090374,,,RP11
WDR86,322.2528139,1.114359184,0.372642219,2.990426544,0.002785881,0.035835787,,,WDR86
AP001628.6,228.5833096,1.116951064,0.300565413,3.716166322,0.000202268,0.004759769,,,AP001628.6
AC013271.3,26.33563374,1.120112941,0.370786701,3.020909155,0.00252017,0.033234384,,,AC013271.3
HTR3B,948.9662715,1.121999609,0.327058523,3.430577493,0.000602298,0.010924294,,,HTR3B
CPVL,1393.469938,1.127478645,0.219784494,5.129928059,2.8985293116018e-07,2.30115901138919e-05,,,CPVL
CYP1B1-AS1,6655.958666,1.130417769,0.320153614,3.530860562,0.00041421,0.008234957,,,CYP1B1
RP11-324I22.2,227.6364321,1.133568346,0.261419022,4.336212176,1.44959025050909e-05,0.000586276,,,RP11
COL27A1,1365.347951,1.134977944,0.34815443,3.259984214,0.001114184,0.017691143,,,COL27A1
RP5-1180C18.1,877.7836751,1.135824053,0.322677103,3.520002018,0.000431544,0.008493627,,,RP5
IGFBP5,842.4700594,1.136739283,0.214143922,5.30829581,1.10654954920949e-07,1.01919264925041e-05,,,IGFBP5
PDLIM1P4,190.7545408,1.137701437,0.276811598,4.110020837,3.95623416101306e-05,0.001321304,,,PDLIM1P4
RP11-456K23.1,57.48270256,1.141541587,0.351106457,3.251269138,0.00114891,0.018036058,,,RP11
MYB,86.76840183,1.143339445,0.394016405,2.901755945,0.003710775,0.044078774,,,MYB
MTHFD2,104.3732027,1.148094251,0.37575561,3.055428103,0.002247395,0.030465197,,,MTHFD2
RP11-468D11.1,2552.360497,1.149303436,0.189570515,6.062669812,1.33880334841845e-09,2.48363783805887e-07,,,RP11
CTC-558O19.1,572.1275991,1.149488787,0.389339442,2.952407753,0.003153063,0.039191788,,,CTC
CARS-AS1,257.617754,1.149562311,0.383667768,2.996244167,0.002733275,0.035304384,,,CARS
AC018685.1,623.0469399,1.157206583,0.306397123,3.776819344,0.000158844,0.003921863,,,AC018685.1
ERVH-1,6736.913238,1.157543012,0.323371474,3.579607676,0.00034411,0.007140161,,,ERVH
SLC8A1-AS1,1200.557691,1.157917974,0.193354813,5.988565561,2.11699802746995e-09,3.67034533012602e-07,,,SLC8A1
SH2D4B,440.1344697,1.158231596,0.261575889,4.427898909,9.51554780199567e-06,0.000423334,,,SH2D4B
RP11-638I2.10,511.7508299,1.176397063,0.274132508,4.291344615,1.77594453956876e-05,0.000702601,,,RP11
JAG1,850.5814918,1.178197674,0.200143291,5.886770751,3.93814368885341e-09,6.15237413658496e-07,,,JAG1
APOBEC3H,67.47908917,1.178675907,0.405819191,2.904436098,0.003679153,0.043791392,,,APOBEC3H
SEMA3C,2443.111005,1.180373645,0.243245204,4.852608095,1.21848330656434e-06,7.56068891723174e-05,,,SEMA3C
RP11-413P11.1,36.93341247,1.182113601,0.340204865,3.474711046,0.000511404,0.009677683,,,RP11
RP11-456I15.2,150.5470192,1.182984129,0.279552166,4.231711542,2.31919725456568e-05,0.000868006,,,RP11
RP4-622L5.2,3945.153036,1.184859265,0.330238588,3.587888596,0.000333367,0.006993285,,,RP4
RP11-632K5.2,90.24089314,1.184891545,0.331364834,3.575791467,0.00034917,0.007215668,,,RP11
MEIS2,13186.83687,1.193227757,0.222708569,5.357799053,8.42418579247923e-08,8.20801143805238e-06,,,MEIS2
PLEK2,57.39051866,1.196110082,0.331289964,3.61046277,0.000305651,0.006522126,,,PLEK2
